Abstract	Classification
kras insertion mutations are oncogenic and exhibit distinct functional properties.  oncogenic kras mutations introduce discrete amino acid substitutions that reduce intrinsic ras gtpase activity and confer resistance to gtpase-activating proteins (gaps). here we discover a partial duplication of the switch 2 domain of k-ras encoding a tandem repeat of amino acids g60_a66dup in a child with an atypical myeloproliferative neoplasm. k-ras proteins containing this tandem duplication or a similar five amino acid e62_a66dup mutation identified in lung and colon cancers transform the growth of primary myeloid progenitors and of ba/f3 cells. recombinant k-ras(g60_a66dup) and k-ras(e62_a66dup) proteins display reduced intrinsic gtp hydrolysis rates, accumulate in the gtp-bound conformation and are resistant to gap-mediated gtp hydrolysis. remarkably, k-ras proteins with switch 2 insertions are impaired for pi3 kinase binding and akt activation, and are hypersensitive to mek inhibition. these studies illuminate a new class of oncogenic kras mutations and reveal unexpected plasticity in oncogenic ras proteins that has diagnostic and therapeutic implications.	1
haplotype analyses, mechanism and evolution of common double mutants in the human ldl receptor gene.  familial hypercholesterolemia (fh), an autosomal dominant inherited disorder resulting in increased levels of circulating plasma low-density lipoprotein (ldl), tendon xanthomas and premature coronary artery disease (cad), is caused by defects in the ldl receptor gene (ldlr). three widespread ldlr alterations not causing fh (c.1061-8t>c, c.2177c>t and c.829g>a) and one mutation (c.12g>a) with narrow geographical distribution and thought to cause disease were investigated. in an attempt to improve knowledge on their origin, spread and possible selective effects, estimations of the ages of these variants (t generations) and haplotype analysis were performed by genotyping 86 healthy individuals and 98 fh patients in spain for five ldlr snps: c.81t>c, c.1413g>a, c.1725c>t, c.1959t>c, and c.2232g>a; most patients carried two of these ldlr variants simultaneously. it was found that both the c.1061-8t>c (t = 54) and c.2177c>t alterations (t = 62) arose at about the same time (54 and 62 generations ago, respectively) in the cgctg haplotype, while the c.12g>a mutation (t = 70) appeared in a cgccg haplotype carrying an earlier c.829g>a alteration (t = 83). the estimated ages of selectively neutral alterations could explain their distribution by migrations. the origin of the c.12g>a mutation could be in the iberian peninsula; despite its estimated age, a low selective pressure could explain its conservation in spain from where it could have spread to china and mexico, since the sixteenth century through the spanish/portuguese colonial expeditions.	-1
"founder effect of a prevalent phenylketonuria mutation in the oriental population.  a missense mutation has been identified in the human phenylalanine hydroxylase [pah; phenylalanine 4-monooxygenase; l-phenylalanine, tetrahydrobiopterin:oxygen oxidoreductase (4-hydroxylating), ec 1.14.16.1] gene in a chinese patient with classic phenylketonuria (pku). a g-to-c transition at the second base of codon 413 in exon 12 of the gene results in the substitution of pro413 for arg413 in the mutant protein. this mutation (r413p) results in negligible enzymatic activity when expressed in heterologous mammalian cells and is compatible with a classic pku phenotype in the patient. population genetic studies reveal that this mutation is tightly linked to restriction fragment length polymorphism haplotype 4, which is the predominant haplotype of the pah locus in the oriental population. it accounts for 13.8% of northern chinese and 27% of japanese pku alleles, but it is rare in southern chinese (2.2%) and is absent in the caucasian population. the data demonstrate unambiguously that the mutation occurred after racial divergence of orientals and caucasians and suggest that the allele has spread throughout the orient by a founder effect. previous protein polymorphism studies in eastern asia have led to the hypothesis that ""northern mongoloids"" represented a founding population in asia. our results are compatible with this hypothesis in that the pku mutation might have occurred in northern mongoloids and subsequently spread to the chinese and japanese populations."	1
low density lipoprotein receptor (ldlr) gene mutations in canadian subjects with familial hypercholesterolemia, but not of french descent.  heterozygous familial hypercholesterolemia (fh) is a relatively common autosomal dominant disorder, which is characterized by elevated plasma concentrations of low density lipoprotein (ldl) cholesterol and early coronary heart disease. fh results from mutations in the gene encoding the ldl receptor (ldlr). in canada, there is a founder effect for ldlr mutations in fh among individuals of french descent, most of whom reside in the province of quebec. however, the spectrum of mutations in other regions, specifically in the populous and predominantly english-speaking province of ontario, has not been studied. we sequenced the coding regions, promoter and intron-exon boundaries of the ldlr gene in 60 ontario fh subjects from a variety of ethnic backgrounds other than french canadian. we found 25 ldlr mutations in 34 subjects. eleven ldlr mutations were novel, including two in-frame deletions of a single amino acid (one each in exons 2 and 4), two larger deletions that shifted the reading frame (one each in exons 4 and 10), five missense mutations (c42r, a370t, t413m, l561p and e760d) and two splice acceptor mutations (one each in introns 3 and 8). the results indicate that fh is more genetically diverse in ontario than in quebec. the results are also consistent with findings from investigations of the ldlr in fh conducted in other countries, in which pcr-based, exon-by-exon sequencing uncovers small mutations in about half of the subjects screened. the gap in molecular diagnosis suggests that lesions not found by this sequencing strategy, such as larger scale ldlr mutations that cannot be amplified, may underlie a substantial number of cases of fh. alternatively, there might be genetic heterogeneity underlying the fh phenotype, with contributions from other single or multiple genes. hum mutat 18:359, 2001.	-1
costello syndrome associated with novel germline hras mutations: an attenuated phenotype?  costello syndrome is a rare congenital disorder typically characterized by severe failure-to-thrive, cardiac abnormalities including tachyarrhythmia and hypertrophic cardiomyopathy, distinctive facial features, a predisposition to papillomata and malignant tumors, neurologic abnormalities, developmental delay, and mental retardation. its underlying cause is de novo germline mutations in the oncogene hras. almost all costello syndrome mutations affect one of the glycine residues in position 12 or 13 of the protein product. more than 80% of patients with costello syndrome share the same underlying mutation, resulting in a g12s amino acid change. we report on two patients with novel hras mutations affecting amino acids 58 (t58i) and 146 (a146v), respectively. despite facial features that appear less coarse than those typically seen in costello patients, both patients show many of the physical and developmental problems characteristic for costello syndrome. these novel hras mutations may be less common than the frequently reported g12s change, or patients with these changes may be undiagnosed due to their less coarse facial features. in addition to the findings previously known to occur in costello syndrome, one of our patients had hypertrophic pyloric stenosis. this led us to review the medical histories on a cohort of proven hras mutation positive costello syndrome patients, and we found a statistically significantly (p < 0.001) increased frequency of pyloric stenosis in costello syndrome (5/58) compared to the general population frequency of 2-3/1,000. thus we add hypertrophic pyloric stenosis to the abnormalities seen with increased frequency in costello syndrome.	-1
two novel genetic lesions and a common bh4-responsive mutation of the pah gene in italian patients with hyperphenylalaninemia.  hyperphenylalaninemia (hpa), due to a deficiency of phenylalanine hydroxylase (pah) enzyme, is caused by mutations in the pah gene. molecular analysis in 23 italian patients with pah deficiency identified two novel (p281r, l287v) and 20 previously described genetic lesions in the pah gene. the detection of the a403v amino acid substitution in combination with null mutations in patients with bh4-responsive pah deficiency leads us to correlate it with bh4 responsiveness.	-1
myopathy caused by hras germline mutations: implications for disturbed myogenic differentiation in the presence of constitutive hras activation.  rare reports on patients with congenital myopathy with excess of muscle spindles (cmems), hypertrophic cardiomyopathy and variable features resembling noonan syndrome have been published, but the genetic basis of this condition is so far unknown. we analysed ptpn11 and ras genes in five unrelated patients with this phenotype, and found hras mutations in four of them. two disease-associated mutations, g12v and g12s, have previously been observed in patients with costello syndrome (cs), and two other mutations, e63k and q22k, are novel. all four mutations are predicted to enhance downstream hras signalling, suggesting that cmems is a developmental consequence of sustained hras activation in skeletal muscle. this type of myopathy may represent a previously unrecognized manifestation of cs. however, some patients carrying hras mutations may exhibit prominent congenital muscular dysfunction, although features of cs may be less obvious, suggesting that germline hras mutations may underlie some cases of otherwise unclassified neonatal neuromuscular disorders.	1
[the mutant spectrum of phenylalanine hydroxylase gene in northern chinese].  to understand the mutant spectrum of phenylalanine hydroxylase (pah) gene in northern chinese. all the exons and flaking introns of pah gene were detected by pcr-single strand conformation polymorphism (pcr/sscp) and sequencing in 230 patients with phenylketonuria (pku). (1) a total of 75 different mutations were detected in 435 out of 460 mutant alleles (94.6%). among them 3 mutations (s251-r252>sfsx89, y387d and a389g) have not been reported previously. the mutations, r243q, ex6-96a>g, r111x, r413p and y356x, were the prevalent mutations with relative frequencies of 21.7%, 10.2%, 8.3%, 6.5%, and 6.1% respectively, followed by v399v(4.1%), ivs4-1g>a (3.5%), ivs7+2t>a (2.2%) and r241c(2.2%). most mutations were detected in exons 3, 5, 6, 7, 11 and 12 and flaking introns of pah gene. (2) ten polymorphism sites were detected in the study. four sites, ivs3-22c>t, ivs10+97g>a, q232q and v245v, had high relative frequencies of 56.7%, 75.9%, 89.0% and 81.9% respectively. it would suggest that the race diversity exists in pah cdna sequence. the mutation spectrum of pah gene in northern chinese is similar to other asian populations but significantly different from european populations.	-1
acid alpha-glucosidase deficiency (glycogenosis type ii, pompe disease).  glycogenosis type ii (gsdii, pompe disease) is an autosomal recessive lysosomal storage disease caused by a deficiency of acid alpha-glucosidase (acid maltase, gaa). the enzyme degrades alpha -1,4 and alpha -1,6 linkages in glycogen, maltose, and isomaltose. deficiency of the enzyme results in accumulation of glycogen within lysosomes and in cytoplasm eventually leading to tissue destruction. the discovery of the acid a-glucosidase gene has led to rapid progress in understanding the molecular basis of glycogenosis type ii and the biological properties of the gaa protein. the last decade has seen several developments: 1) extensive mutational analysis in patients with different forms of the disease, 2) characterization of the enzyme biosynthesis, processing, and lysosomal targeting, 3) generation of knockout mouse models, 4) development of viral vectors for gene replacement therapy, 5) the production of recombinant human enzyme, and 6) a shift in the enzyme replacement therapy approach from theory to practice. it is anticipated that the enzyme replacement therapy will be widely available for human use in the near future. several recent reviews (including the most comprehensive one by r. hirschhorn and a. reuser [1]), address clinical, biochemical and genetic aspects of the disease, as well as development of new therapies for gsdii [2, 3, 4]. in this article we will review recent findings in the area including rapidly accumulating molecular genetic data (more than 20 mutations need to be added to the list), transcriptional control of gene expression, studies in mouse models, and new approaches to gene therapy. we will also highlight some emerging questions following the introduction of enzyme replacement therapy.	-1
functional analysis of ptpn11/shp-2 mutants identified in noonan syndrome and childhood leukemia.  noonan syndrome (ns) is characterized by short stature, characteristic facial features, and heart defects. recently, missense mutations of ptpn11, the gene encoding protein tyrosine phosphatase (ptp) shp-2, were identified in patients with ns. further, somatic mutations in ptpn11 were detected in childhood leukemia. recent studies showed that the phosphatase activities of five mutations identified in ns and juvenile myelomonocytic leukemia (jmml) were increased. however, the functional properties of the other mutations remain unidentified. in this study, in order to clarify the differences between the mutations identified in ns and leukemia, we examined the phosphatase activity of 14 mutants of shp-2. we identified nine mutations, including a novel f71i mutation, in 16 of 41 ns patients and two mutations, including a novel g503v mutation, in three of 29 patients with leukemia. immune complex phosphatase assays of individual mutants transfected in cos7 cells showed that ten mutants identified in ns and four mutants in leukemia showed 1.4-fold to 12.7-fold increased activation compared with wild-type shp-2. these results suggest that the pathogenesis of ns and leukemia is associated with enhanced phosphatase activity of mutant shp-2. a comparison of the phosphatase activity in each mutant and a review of previously reported cases showed that high phosphatase activity observed in mutations at codons 61, 71, 72, and 76 was significantly associated with leukemogenesis.	1
close monitoring of initial enzyme replacement therapy in a patient with childhood-onset pompe disease.  pompe disease is classified into infantile and late-onset (childhood and adult) forms based on onset age and degree of organ involvement. while benefits of enzyme replacement therapy (ert) for the infantile form have been confirmed, efficacy for late-onset forms reportedly varies. we report close monitoring of initial ert, focusing especially on the first year, in a 12-year-old boy with childhood-onset pompe disease. at age 10, he started ert at 20 mg/kg every other week. respiratory and motor functions were evaluated at each infusion, and by skeletal muscle computed tomography (ct) and cardiac echography every 4 months. he gained the ability to climb stairs without a rail and % vital capacity improved just 1.5 months after starting ert. grip power, manual muscle testing (mmt) and the timed and 6-min walking distance tests (6mwt) improved promptly, paralleling improvements in clinical symptoms. however, this steady improvement stopped around 8 months, with deterioration to the initial level by about 24 months. antibody against recombinant human alpha-glucosidase was very low at 15 months; therefore, the lack of treatment response did not completely correspond to antibody production. on the other hand, cardiac wall thickening worsened after 4 months, then improved to better than baseline after 8 months, and this improvement was well maintained. among our set parameters, the timed test results corresponded better to his changing clinical course than did grip power, mmt or 6-min walking test results.	-1
differential regulation of pten expression by androgen receptor in prostate and breast cancers.  prostate cancer and breast cancer are the most common malignancies in the western world. androgen receptor (ar) and pten both have been well documented to have important roles in prostate carcinogenesis. in contrast, ar and pten in breast carcinogenesis have not been well studied. furthermore, the crosstalk and connection between those two pathways remain unclear. increased ar expression in prostate cancers, combined with decreased pten expression, portends a poor clinical outcome. paradoxically, both high ar and high pten levels, detected by immunohistochemistry, in primary breast carcinomas have been associated with better disease-free survival. here, we performed in silico analysis of publicly available microarray data sets from prostate or breast carcinomas. we found an inverse correlation between ar and pten transcript expression in prostate cancer tissues in contrast to the positive correlation in breast cancer. these data led us to hypothesize that ar may directly affect pten transcriptional regulation in prostate and breast cancer cells. here, we show for the first time that ar inhibits pten transcription in prostate cancer cells, whereas ar upregulates pten transcription in breast cancer cells, which mechanistically explains both the immunohistochemical pten-ar expressional data noted in clinical trials and in our in silico analysis of the transcriptomes of breast and prostate cancers. in addition, we have fine-mapped the ar-binding motif within the pten promoter. here we show that, in patients with cowden syndrome, an inherited cancer syndrome caused by germline mutations scattered throughout pten, point variants affecting the 3' end of the ar-binding motif result in abrogation of androgen-mediated transcriptional regulation of pten expression. we may speculate that the differential ar effect on pten may begin to explain organ-specific and perhaps sex-specific neoplasia predisposition in cowden syndrome, as well as why only a fraction of women with germline pten mutations develop breast cancer, depending on the androgen steroid milieu and levels.	1
unexpected mexiletine responses of a mutant cardiac na+ channel implicate the selectivity filter as a structural determinant of antiarrhythmic drug access.  gating properties of na(+) channels are the critical determinants for the state-dependent block by class i antiarrhythmic drugs; however, recent site-directed mutagenesis studies have shown that the na(+) channel selectivity filter region controls drug access to and dissociation from the binding site. to validate these observations, we have exploited a naturally occurring cardiac na(+) channel mutation, s1710l, located next to the putative selectivity filter residue of domain 4, and evaluated the pharmacological properties to mexiletine using whole-cell, patch-clamp recordings. consistent with the large negative shift of steady-state inactivation and the enhanced slow inactivation, the s1710l channel showed greater mexiletine tonic block than wild-type (wt) channel. in contradiction, s1710l showed attenuated use-dependent block by mexiletine and accelerated recovery from block, suggesting that the drug escape though the external access path is facilitated. extracellularly applied qx-314, a membrane-impermeant derivative of lidocaine, elicited significantly enhanced tonic block in s1710l similar to mexiletine. however, recovery from internally applied qx-314 was accelerated by 4.4-fold in s1710l compared with wt. these results suggest that the drug access to and dissociation from the binding site through the hydrophilic path are substantially altered. moreover, k(+) permeability was 1.9-fold increased in s1710l, verifying that the mutated residue is located in the ion-conducting pore. we propose that the na(+) channel selectivity filter region is a structural determinant for the antiarrhythmic drug sensitivity in addition to gating properties of the indigenous na(+) channels that govern the state-dependent drug block.	1
mutational and phenotypical spectrum of phenylalanine hydroxylase deficiency in denmark.  we describe the genotypes of the complete cohort, from 1967 to 2014, of phenylketonuria (pku) patients in denmark, in total 376 patients. a total of 752 independent alleles were investigated. mutations were identified on 744 pku alleles (98.9%). in total, 82 different mutations were present in the cohort. the most frequent mutation c.1315+1g>a (ivs12+1g>a) was found on 25.80% of the 744 alleles. other very frequent mutations were c.1222c>t (p.r408w) (16.93%) and c.1241a>g (p.y414c) (11.15%). among the identified mutations, five mutations; c.532g>a (p.e178k), c.730c>t (p.p244s), c.925g>a (p.a309t), c.1228t>a (p.f410i), and c.1199+4a>g (ivs11+4a>g) have not been reported previously. the metabolic phenotypes of pku are classified into four categories; 'classical pku', 'moderate pku', 'mild pku' and 'mild hyperphenylalaninemia'. in this study, we assigned the phenotypic outcome of three of the five novel mutations and furthermore six not previously classified mutations to one of the four pku categories.	1
"letter to the editors: concerning ""divergent clinical outcomes of alphaglucosidase enzyme replacement therapy in two siblings with infantile-onset pompe disease treated in the symptomatic or pre-symptomatic state"" by takashi m et al.  "	1
pcsk9 variation and association with blood pressure in african americans: preliminary findings from the hypergen and regards studies.  proprotein convertase subtilisin/kexin type 9 (encoded by pcsk9) plays a well-known role in the regulation of low-density lipoprotein (ldl) receptors, and an inhibitor of this enzyme is a promising new therapeutic for hyperlipidemia. recently, animal and human studies also implicate pcsk9 genetic variation in the regulation of blood pressure. the goal of this study was to examine if common and rare polymorphisms in pcsk9 are associated with blood pressure in an african-american population at high risk for cardiovascular disease. using genomic data assayed on the affymetrix 6.0 array (n = 1199) and the illumina humanexome beadchip (n = 1966) from the hypertension genetic epidemiology network (hypergen), we tested the association of pcsk9 polymorphisms with blood pressure. we used linear mixed models and the sequence kernel association test (skat) to assess the association of 31 common and 19 rare variants with blood pressure. the models were adjusted for age, sex, center, smoking status, principal components for ancestry and diabetes as fixed effects and family as a random effect. the results showed a marginally significant effect of two genome-wide association study (gwas) single-nucleotide polymorphisms (snps) (rs12048828: ? = 1.8, p = 0.05 and rs9730100: ? = 1.0, p = 0.05) with diastolic blood pressure (dbp); however these results were not significant after correction for multiple testing. rare variants were cumulatively associated with dbp (p = 0.04), an effect that was strengthened by restriction to non-synonymous or stop-gain snps (p = 0.02). while gene-based results for dbp did not replicate (p = 0.36), we found an association with sbp (p = 0.04) in the reasons for geographic and racial differences in stroke study (regards). the findings here suggest rare variants in pcsk9 may influence blood pressure among african americans, laying the ground work for further validation studies.	-1
to die or not to die: how does p53 decide?  p53 is frequently mutated in cancer and as a result is one of the most intensely studied tumour suppressors. analysis of the primitive forms of p53 found in caenorhabditis elegans and drosophila, alongside studies using transgenic mouse models, indicate that the induction of apoptosis is both the most conserved function of p53 and vital for tumour suppression. p53-mediated apoptosis occurs through a combination of mechanisms which include pathways that are both dependent and independent of alterations in gene expression. in response to genotoxic insult, these pathways probably act together, thereby amplifying the apoptotic signal. however, the picture is complicated because the p53 activity is determined by stress type and individual cellular characteristics. the numerous p53 responsive genes that have been identified also provide further means of controlling the actions of p53. the recent discoveries of proteins that interact with p53 and specifically regulate the ability of p53 to trigger apoptosis have provided further mechanistic insights into the role of p53 in inducing cell death. understanding the molecular basis of the proapoptotic action of p53 can assist in our quest to reintroduce or reactivate p53 in human tumours.	1
identification of a point mutation in the human lysosomal alpha-glucosidase gene causing infantile glycogenosis type ii.  two patients in a consanguineous indian family with infantile glycogenosis type ii were found to have a g to a transition in exon 11 of the human lysosomal alpha-glucosidase gene. both patients were homozygous and both parents were heterozygous for the mutant allele. the mutation causes a glu to lys substitution at amino acid position 521, just three amino acids downstream from the catalytic site at asp-518. the mutation was introduced in wild type lysosomal alpha-glucosidase cdna and the mutant construct was expressed in vitro and in vivo. the glu to lys substitution is proven to account for the abnormal physical properties of the patients lysosomal alpha-glucosidase precursor and to prevent the formation of catalytically active enzyme. in homozygous form it leads to the severe infantile phenotype of glycogenosis type ii.	1
"high incidence of later-onset fabry disease revealed by newborn screening.  the classic phenotype of fabry disease, x-linked alpha -galactosidase a (alpha -gal a) deficiency, has an estimated incidence of approximately 1 in 50,000 males. the recent recognition of later-onset variants suggested that this treatable lysosomal disease is more frequent. to determine the disease incidence, we undertook newborn screening by assaying the alpha-gal a activity in blood spots from 37,104 consecutive italian male neonates. enzyme-deficient infants were retested, and ""doubly screened-positive"" infants and their relatives were diagnostically confirmed by enzyme and mutation analyses. twelve (0.03%) neonates had deficient alpha-gal a activities and specific mutations, including four novel missense mutations (m51i, e66g, a73v, and r118c), three missense mutations (f113l, a143t, and n215s) identified previously in later-onset patients, and one splicing defect (ivs5(+1g-->t)) reported in a patient with the classic phenotype. molecular modeling and in vitro overexpression of the missense mutations demonstrated structures and residual activities, which were rescued/enhanced by an alpha-gal a-specific pharmacologic chaperone, consistent with mutations that cause the later-onset phenotype. family studies revealed undiagnosed fabry disease in affected individuals. in this population, the incidence of alpha-gal a deficiency was 1 in approximately 3,100, with an 11 : 1 ratio of patients with the later-onset : classic phenotypes. if only known disease-causing mutations were included, the incidence would be 1 in approximately 4,600, with a 7 : 1 ratio of patients with the later-onset : classic phenotypes. these results suggest that the later-onset phenotype of fabry disease is underdiagnosed among males with cardiac, cerebrovascular, and/or renal disease. recognition of these patients would permit family screening and earlier therapeutic intervention. however, the higher incidence of the later-onset phenotype in patients raises ethical issues related to when screening should be performed--in the neonatal period or at early maturity, perhaps in conjunction with screening for other treatable adult-onset disorders."	1
molecular classification of patients with unexplained hamartomatous and hyperplastic polyposis.  significant proportions of patients with hamartomatous polyposis or with hyperplastic/mixed polyposis remain without specific clinical and molecular diagnosis or present atypically. assigning a syndromic diagnosis is important because it guides management, especially surveillance and prophylactic surgery. to systematically classify patients with unexplained hamartomatous or hyperplastic/mixed polyposis by extensive molecular analysis in the context of central rereview of histopathology results. prospective, referral-based study of 49 unrelated patients from outside institutions (n = 28) and at a comprehensive cancer center (n = 21), conducted from may 2, 2002, until december 15, 2004. germline analysis of pten, bmpr1a, stk11 (sequence, deletion), smad4, and eng (sequence), specific exon screening of braf, myh, and bhd, and rereview of polyp histology results were performed. molecular, clinical, and histopathological findings in patients with unexplained polyposis. of the 49 patients, 11 (22%) had germline mutations. of 14 patients with juvenile polyposis, 2 with early-onset disease had mutations in eng, encoding endoglin, previously only associated with hereditary hemorrhagic telangiectasia; 1 had hemizygous deletion encompassing pten and bmpr1a; and 1 had an smad4 mutation. one individual previously classified with peutz-jeghers syndrome had a pten deletion. among 9 individuals with an unknown hamartomatous polyposis, 4 had mutations in stk11 (1), bmpr1a (2), and smad4 (1). of the 23 patients with hyperplastic/mixed polyposis, 2 had pten mutations. substantial discrepancies in histopathology results were seen. systematic molecular classification of 49 patients with unexplained hamartomatous or hyperplastic polyposis uncovered a potential novel susceptibility gene, eng, for juvenile polyposis. importantly, given the substantial proportion of patients found to have germline mutations, more extensive analysis of the known susceptibility genes is indicated. rereview of histology results by a dedicated gastrointestinal pathologist should be considered routinely, as organ-specific surveillance rests on defining syndromic diagnosis.	-1
long-term follow-up of patients with phenylketonuria treated with tetrahydrobiopterin: a seven years experience.  phenylketonuria (pku) is an autosomal recessive disorder caused by the deficiency of phenylalanine hydroxylase that catalyzes the conversion of phenylalanine to tyrosine, using tetrahydrobiopterin (bh4) as coenzyme. besides dietary phenylalanine restriction, new therapeutic options are emerging, such as the treatment with bh4 in subgroups of pku patients responding to a loading test with bh4. a no-profit open-label interventional trial with long-term oral bh4 therapy, sponsored by the italian medicines agency (aifa), was performed in a group of 17 pku patients resulted as bh4 responders among 46 subjects analyzed for bh4-responsiveness (prot. farm5matc7). we report on efficacy and safety data of bh4 therapy and analyze factors predicting bh4-responsiveness and long-term response to bh4. a bh4-withdrawal test was used as a proof of the efficacy of long-term therapy with bh4. forty-four percent of the patients responded to the 48 h-long loading test with bh4. all the phenotypic classes were represented. genotype was the best predictor of responsiveness, along with lower phenylalanine levels at diagnosis, higher tolerance and lower phenylalanine/tyrosine ratio before the test. in bh4 responder patients, long-term bh4 therapy resulted safe and effective in increasing tolerance while maintaining a good metabolic control. the bh4 withdrawal test, performed in a subset of patients, showed that improved tolerance was directly dependent on bh4 assumption. tolerance to phenylalanine was re-evaluated in 43.5% of patients and was longitudinally analyzed in 5 patients. long-term treatment with bh4 is safe and effective in increasing tolerance to phenylalanine. there is real need to assess the actual tolerance to phenylalanine in pku patients to ameliorate quality of life, improve nutritional status, avoiding unnecessarily restricted diets, and interpret the effects of new therapies for pku.	-1
the nmd mrna surveillance pathway downregulates aberrant e-cadherin transcripts in gastric cancer cells and in cdh1 mutation carriers.  germline mutations in the gene encoding the tumour suppressor e-cadherin (cdh1) are the underlying genetic defect responsible for hereditary diffuse gastric cancer (hdgc). a remarkably high percentage ( approximately 80%) of cdh1 mutations in hdgc patients and carriers generate premature termination codons (ptcs). here, we examined whether cdh1 transcripts harbouring ptcs are downregulated by nonsense-mediated decay (nmd), an rna surveillance pathway that degrades ptc-bearing transcripts. using an allele-specific expression (ase) assay to differentiate between mutated and wild-type cdh1 alleles, we found that ptc-bearing cdh1 mrnas are strongly downregulated in normal gastric tissue from several cdh1 mutation carriers. we show that nmd is responsible for this robust downregulation, as cdh1 transcripts harbouring ptcs in the kato-iii gastric tumour cell line were upregulated in response to protein synthesis inhibitors or depletion of the nmd factors upf1 and eif4aiii. analysis of hdgc patients harbouring cdh1 alleles with ptcs at a wide variety of different positions indicates an association of their predicted ability to induce nmd and an earlier age of onset of gastric cancer. this suggests that nmd may be detrimental for hdgc patients and therefore nmd is a potentially useful therapeutic target for cdh1 mutation carriers.	1
mutations identified in exon 7 of phenylalanine hydroxylase gene in chinese.  exon 7 of the phenylalanine hydroxylase (pah) gene was analyzed in 45 children affected with classic phenylketonuria (pku) from northern china by using pcr-single strand conformation polymorphism (pcr-sscp) technique and dna direct sequencing. six missense mutations(i.e. r243q, r241h, g247v, l249h, f2541 and g257v) and one silent mutation (v245v) were identified. the latter three missense mutations were demonstrated as novel mutations in comparison with the pah mutation database. one missense mutation (r241h) was first documented in chinese. our results showed population and region differences in the pah mutation distribution, and suggest that there is more than one founding population for pku in china. the finding of novel mutations will enhence the molecular diagnosis of pku.	-1
mutations in the sarcomere gene myh7 in ebstein anomaly.  ebstein anomaly is a rare congenital heart malformation characterized by adherence of the septal and posterior leaflets of the tricuspid valve to the underlying myocardium. an association between ebstein anomaly with left ventricular noncompaction (lvnc) and mutations in myh7 encoding ?-myosin heavy chain has been shown; in this report, we have screened for myh7 mutations in a cohort of probands with ebstein anomaly in a large population-based study. mutational analysis in a cohort of 141 unrelated probands with ebstein anomaly was performed by next-generation sequencing and direct dna sequencing of myh7. heterozygous mutations were identified in 8 of 141 samples (6%). seven distinct mutations were found; 5 were novel and 2 were known to cause hypertrophic cardiomyopathy. all mutations except for 1 3-bp deletion were missense mutations; 1 was a de novo change. mutation-positive probands and family members showed various congenital heart malformations as well as lvnc. among 8 mutation-positive probands, 6 had lvnc, whereas among 133 mutation-negative probands, none had lvnc. the frequency of myh7 mutations was significantly different between probands with and without lvnc accompanying ebstein anomaly (p<0.0001). lvnc segregated with the myh7 mutation in the pedigrees of 3 of the probands, 1 of which also included another individual with ebstein anomaly. ebstein anomaly is a congenital heart malformation that is associated with mutations in myh7. myh7 mutations are predominantly found in ebstein anomaly associated with lvnc and may warrant genetic testing and family evaluation in this subset of patients.	-1
differential effect of dca treatment on the pyruvate dehydrogenase complex in patients with severe pdhc deficiency.  dichloroacetate (dca) is a structural analog of pyruvate that has been recommended for the treatment of primary lactic acidemia, particularly in patients with pyruvate dehydrogenase (pdhc) deficiency. recent reports have demonstrated that the response to dca may depend on the type of molecular abnormality. in this study, we investigated the response to dca in various pdhc-deficient cell lines and tried to determine the mechanism involved. the effect of chronic 3-d dca treatment on pdhc activity was assessed in two pdhc-deficient cell lines, each with a different point mutation in the e1alpha subunit gene (r378c and r88c), and one cell line in which an 8-bp tandem repeat was deleted (w383 del). only two (r378c and r88c) of the three pdhc-deficient cell lines with very low levels of pdhc activity and unstable polypeptides were sensitive to chronic dca treatment. in these cell lines, dca treatment resulted in an increase in pdhc activity by 125 and 70%, respectively, with concomitant increases of 121 and 130% in steady-state levels of immunoreactive e1alpha. dca treatment reduced the turnover of the e1alpha subunit in r378c and r88c mutant cells with no significant effect on the e1beta subunit. chronic dca treatment significantly improved the metabolic function of pdhc in digitonin-permeabilized r378c and r88c fibroblasts. the occurrence of dca-sensitive mutations suggests that dca treatment is potentially useful as an adjuvant to ketogenic and vitamin treatment in pdhc-deficient patients.	-1
leopard syndrome with partly normal skin and sex chromosome mosaicism.  we report on a family with leopard syndrome which was molecularly proven (p.thr468met in ptpn11) in a father and his adult son. the father had multiple lentigines dispersed equally over his body; the son was similarly affected except for the left part of thorax, back and left arm, which were completely devoid of lentigines and only showed a few nevi. in addition, the son was found to have a mosaic karyotype, 47,xyy/46,xy, in lymphocytes. skin biopsies from the pigmented and unpigmented forearm showed that mainly a 47,xyy karyotype was present in the pigmented skin and mainly a 46,xy karyotype in the unpigmented skin. in both fibroblast cultures the ptpn11 mutation was present, and no additional mutation could be detected. we discuss the various possible explanations for this phenotype, which include the possibility of coincidence; revertant mosaicism; silencing of a second ptpn11 mutation; gene(s) located on a sex chromosome influencing the phenotype; and epigenetic influences. we favor that the co-occurrence of a sex chromosome mosaicism and mosaicism for skin symptoms in a single patient with leopard syndrome is coincidence, but that mosaicism for leopard skin symptoms in itself may well be more frequent and needs additional studies. each of the above-hypothesized mechanisms may then remain possible.	-1
